"","school","sex","age","address","famsize","pstatus","medu","fedu","mjob","fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","dalc","walc","health","absences","g1","g2","g3","g3_binary"
"163","GP","M",16,"U","LE3","T","1","2","other","other","course","mother","2","1","1","no","no","no","yes","yes","yes","no","no","4","4","4","2","4","5",0,7,0,0,"fail"
"164","GP","M",17,"U","GT3","T","1","3","at_home","services","course","father","1","1","0","no","no","no","no","yes","no","yes","no","5","3","3","1","4","2",2,10,10,10,"pass"
"165","GP","M",17,"R","LE3","T","1","1","other","services","course","mother","4","2","3","no","no","no","yes","yes","no","no","yes","5","3","5","1","5","5",0,5,8,7,"fail"
"166","GP","M",16,"U","GT3","T","3","2","services","services","course","mother","2","1","1","no","yes","no","yes","no","no","no","no","4","5","2","1","1","2",16,12,11,12,"pass"
"167","GP","M",16,"U","GT3","T","2","2","other","other","course","father","1","2","0","no","no","no","no","yes","no","yes","no","4","3","5","2","4","4",4,10,10,10,"pass"
"168","GP","F",16,"U","GT3","T","4","2","health","services","home","father","1","2","0","no","no","yes","no","yes","yes","yes","yes","4","2","3","1","1","3",0,14,15,16,"pass"
"169","GP","F",16,"U","GT3","T","2","2","other","other","home","mother","1","2","0","no","yes","yes","no","no","yes","yes","no","5","1","5","1","1","4",0,6,7,0,"fail"
"170","GP","F",16,"U","GT3","T","4","4","health","health","reputation","mother","1","2","0","no","yes","yes","no","yes","yes","yes","yes","4","4","2","1","1","3",0,14,14,14,"pass"
"171","GP","M",16,"U","GT3","T","3","4","other","other","course","father","3","1","2","no","yes","no","yes","no","yes","yes","no","3","4","5","2","4","2",0,6,5,0,"fail"
"172","GP","M",16,"U","GT3","T","1","0","other","other","reputation","mother","2","2","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","2","1","1","3",2,13,15,16,"pass"
"173","GP","M",17,"U","LE3","T","4","4","teacher","other","reputation","mother","1","2","0","no","yes","yes","yes","yes","yes","yes","no","4","4","4","1","3","5",0,13,11,10,"pass"
"174","GP","F",16,"U","GT3","T","1","3","at_home","services","home","mother","1","2","3","no","no","no","yes","no","yes","yes","yes","4","3","5","1","1","3",0,8,7,0,"fail"
"175","GP","F",16,"U","LE3","T","3","3","other","other","reputation","mother","2","2","0","no","yes","yes","yes","yes","yes","yes","no","4","4","5","1","1","4",4,10,11,9,"fail"
"176","GP","M",17,"U","LE3","T","4","3","teacher","other","course","mother","2","2","0","no","no","yes","yes","yes","yes","yes","no","4","4","4","4","4","4",4,10,9,9,"fail"
"177","GP","F",16,"U","GT3","T","2","2","services","other","reputation","mother","2","2","0","no","no","yes","yes","no","yes","yes","no","3","4","4","1","4","5",2,13,13,11,"pass"
"178","GP","M",17,"U","GT3","T","3","3","other","other","reputation","father","1","2","0","no","no","no","yes","no","yes","yes","no","4","3","4","1","4","4",4,6,5,6,"fail"
"179","GP","M",16,"R","GT3","T","4","2","teacher","services","other","mother","1","1","0","no","yes","no","yes","yes","yes","yes","yes","4","3","3","3","4","3",10,10,8,9,"fail"
"180","GP","M",17,"U","GT3","T","4","3","other","other","course","mother","1","2","0","no","yes","no","yes","yes","yes","yes","yes","5","2","3","1","1","2",4,10,10,11,"pass"
"181","GP","M",16,"U","GT3","T","4","3","teacher","other","home","mother","1","2","0","no","yes","yes","yes","yes","yes","yes","no","3","4","3","2","3","3",10,9,8,8,"fail"
"182","GP","M",16,"U","GT3","T","3","3","services","other","home","mother","1","2","0","no","no","yes","yes","yes","yes","yes","yes","4","2","3","1","2","3",2,12,13,12,"pass"
"183","GP","F",17,"U","GT3","T","2","4","services","services","reputation","father","1","2","0","no","yes","no","yes","yes","yes","no","no","5","4","2","2","3","5",0,16,17,17,"pass"
"184","GP","F",17,"U","LE3","T","3","3","other","other","reputation","mother","1","2","0","no","yes","no","yes","yes","yes","yes","yes","5","3","3","2","3","1",56,9,9,8,"fail"
"185","GP","F",16,"U","GT3","T","3","2","other","other","reputation","mother","1","2","0","no","yes","yes","no","yes","yes","yes","no","1","2","2","1","2","1",14,12,13,12,"pass"
"186","GP","M",17,"U","GT3","T","3","3","services","services","other","mother","1","2","0","no","yes","no","yes","yes","yes","yes","yes","4","3","4","2","3","4",12,12,12,11,"pass"
"187","GP","M",16,"U","GT3","T","1","2","services","services","other","mother","1","1","0","no","yes","yes","yes","yes","yes","yes","yes","3","3","3","1","2","3",2,11,12,11,"pass"
"188","GP","M",16,"U","LE3","T","2","1","other","other","course","mother","1","2","0","no","no","yes","yes","yes","yes","yes","yes","4","2","3","1","2","5",0,15,15,15,"pass"
"189","GP","F",17,"U","GT3","A","3","3","health","other","reputation","mother","1","2","0","no","yes","no","no","no","yes","yes","yes","3","3","3","1","3","3",6,8,7,9,"fail"
"190","GP","M",17,"R","GT3","T","1","2","at_home","other","home","mother","1","2","0","no","no","no","no","yes","yes","no","no","3","1","3","1","5","3",4,8,9,10,"pass"
"191","GP","F",16,"U","GT3","T","2","3","services","services","course","mother","1","2","0","no","no","no","no","yes","yes","yes","no","4","3","3","1","1","2",10,11,12,13,"pass"
"192","GP","F",17,"U","GT3","T","1","1","at_home","services","course","mother","1","2","0","no","no","no","yes","yes","yes","yes","no","5","3","3","1","1","3",0,8,8,9,"fail"
"193","GP","M",17,"U","GT3","T","1","2","at_home","services","other","other","2","2","0","no","no","yes","yes","no","yes","yes","no","4","4","4","4","5","5",12,7,8,8,"fail"
"194","GP","M",16,"R","GT3","T","3","3","services","services","reputation","mother","1","1","0","no","yes","no","yes","yes","yes","yes","no","4","3","2","3","4","5",8,8,9,10,"pass"
"195","GP","M",16,"U","GT3","T","2","3","other","other","home","father","2","1","0","no","no","no","no","yes","yes","yes","no","5","3","3","1","1","3",0,13,14,14,"pass"
"196","GP","F",17,"U","LE3","T","2","4","services","services","course","father","1","2","0","no","no","no","yes","yes","yes","yes","yes","4","3","2","1","1","5",0,14,15,15,"pass"
"197","GP","M",17,"U","GT3","T","4","4","services","teacher","home","mother","1","1","0","no","no","no","no","yes","yes","yes","no","5","2","3","1","2","5",4,17,15,16,"pass"
"198","GP","M",16,"R","LE3","T","3","3","teacher","other","home","father","3","1","0","no","yes","yes","yes","yes","yes","yes","no","3","3","4","3","5","3",8,9,9,10,"pass"
"199","GP","F",17,"U","GT3","T","4","4","services","teacher","home","mother","2","1","1","no","yes","no","no","yes","yes","yes","no","4","2","4","2","3","2",24,18,18,18,"pass"
"200","GP","F",16,"U","LE3","T","4","4","teacher","teacher","reputation","mother","1","2","0","no","yes","yes","no","yes","yes","yes","no","4","5","2","1","2","3",0,9,9,10,"pass"
"201","GP","F",16,"U","GT3","T","4","3","health","other","home","mother","1","2","0","no","yes","no","yes","yes","yes","yes","no","4","3","5","1","5","2",2,16,16,16,"pass"
"202","GP","F",16,"U","GT3","T","2","3","other","other","reputation","mother","1","2","0","yes","yes","yes","yes","yes","yes","no","no","4","4","3","1","3","4",6,8,10,10,"pass"
"203","GP","F",17,"U","GT3","T","1","1","other","other","course","mother","1","2","0","no","yes","yes","no","no","yes","no","no","4","4","4","1","3","1",4,9,9,10,"pass"
"204","GP","F",17,"R","GT3","T","2","2","other","other","reputation","mother","1","1","0","no","yes","no","no","yes","yes","yes","no","5","3","2","1","2","3",18,7,6,6,"fail"
"205","GP","F",16,"R","GT3","T","2","2","services","services","reputation","mother","2","4","0","no","yes","yes","yes","no","yes","yes","no","5","3","5","1","1","5",6,10,10,11,"pass"
"206","GP","F",17,"U","GT3","T","3","4","at_home","services","home","mother","1","3","1","no","yes","yes","no","yes","yes","yes","yes","4","4","3","3","4","5",28,10,9,9,"fail"
"207","GP","F",16,"U","GT3","A","3","1","services","other","course","mother","1","2","3","no","yes","yes","no","yes","yes","yes","no","2","3","3","2","2","4",5,7,7,7,"fail"
"208","GP","F",16,"U","GT3","T","4","3","teacher","other","other","mother","1","2","0","no","no","yes","yes","yes","yes","yes","yes","1","3","2","1","1","1",10,11,12,13,"pass"
"209","GP","F",16,"U","GT3","T","1","1","at_home","other","home","mother","2","1","0","no","yes","yes","no","yes","yes","no","no","4","3","2","1","4","5",6,9,9,10,"pass"
"210","GP","F",17,"R","GT3","T","4","3","teacher","other","reputation","mother","2","3","0","no","yes","yes","yes","yes","yes","yes","yes","4","4","2","1","1","4",6,7,7,7,"fail"
"211","GP","F",19,"U","GT3","T","3","3","other","other","reputation","other","1","4","0","no","yes","yes","yes","yes","yes","yes","no","4","3","3","1","2","3",10,8,8,8,"fail"
"212","GP","M",17,"U","LE3","T","4","4","services","other","home","mother","1","2","0","no","yes","yes","no","yes","yes","yes","yes","5","3","5","4","5","3",13,12,12,13,"pass"
"213","GP","F",16,"U","GT3","A","2","2","other","other","reputation","mother","1","2","0","yes","yes","yes","no","yes","yes","yes","no","3","3","4","1","1","4",0,12,13,14,"pass"
"214","GP","M",18,"U","GT3","T","2","2","services","other","home","mother","1","2","1","no","yes","yes","yes","yes","yes","yes","no","4","4","4","2","4","5",15,6,7,8,"fail"
"215","GP","F",17,"R","LE3","T","4","4","services","other","other","mother","1","1","0","no","yes","yes","no","yes","yes","no","no","5","2","1","1","2","3",12,8,10,10,"pass"
"216","GP","F",17,"U","LE3","T","3","2","other","other","reputation","mother","2","2","0","no","no","yes","no","yes","yes","yes","no","4","4","4","1","3","1",2,14,15,15,"pass"
"217","GP","F",17,"U","GT3","T","4","3","other","other","reputation","mother","1","2","2","no","no","yes","no","yes","yes","yes","yes","3","4","5","2","4","1",22,6,6,4,"fail"
"218","GP","M",18,"U","LE3","T","3","3","services","health","home","father","1","2","1","no","yes","yes","no","yes","yes","yes","no","3","2","4","2","4","4",13,6,6,8,"fail"
"219","GP","F",17,"U","GT3","T","2","3","at_home","other","home","father","2","1","0","no","yes","yes","no","yes","yes","no","no","3","3","3","1","4","3",3,7,7,8,"fail"
"220","GP","F",17,"U","GT3","T","2","2","at_home","at_home","course","mother","1","3","0","no","yes","yes","yes","yes","yes","yes","no","4","3","3","1","1","4",4,9,10,10,"pass"
"221","GP","F",17,"R","GT3","T","2","1","at_home","services","reputation","mother","2","2","0","no","yes","no","yes","yes","yes","yes","no","4","2","5","1","2","5",2,6,6,6,"fail"
"222","GP","F",17,"U","GT3","T","1","1","at_home","other","reputation","mother","1","3","1","no","yes","no","yes","yes","yes","no","yes","4","3","4","1","1","5",0,6,5,0,"fail"
"223","GP","F",16,"U","GT3","T","2","3","services","teacher","other","mother","1","2","0","yes","no","no","no","yes","yes","yes","no","2","3","1","1","1","3",2,16,16,17,"pass"
"224","GP","M",18,"U","GT3","T","2","2","other","other","home","mother","2","2","0","no","yes","yes","no","yes","yes","yes","no","3","3","3","5","5","4",0,12,13,13,"pass"
"225","GP","F",16,"U","GT3","T","4","4","teacher","services","home","mother","1","3","0","no","yes","no","yes","no","yes","yes","no","5","3","2","1","1","5",0,13,13,14,"pass"
"226","GP","F",18,"R","GT3","T","3","1","other","other","reputation","mother","1","2","1","no","no","no","yes","yes","yes","yes","yes","5","3","3","1","1","4",16,9,8,7,"fail"
"227","GP","F",17,"U","GT3","T","3","2","other","other","course","mother","1","2","0","no","no","no","yes","no","yes","yes","no","5","3","4","1","3","3",10,16,15,15,"pass"
"228","GP","M",17,"U","LE3","T","2","3","services","services","reputation","father","1","2","0","no","yes","yes","no","no","yes","yes","no","5","3","3","1","3","3",2,12,11,12,"pass"
"229","GP","M",18,"U","LE3","T","2","1","at_home","other","course","mother","4","2","0","yes","yes","yes","yes","yes","yes","yes","yes","4","3","2","4","5","3",14,10,8,9,"fail"
"230","GP","F",17,"U","GT3","A","2","1","other","other","course","mother","2","3","0","no","no","no","yes","yes","yes","yes","yes","3","2","3","1","2","3",10,12,10,12,"pass"
"231","GP","F",17,"U","LE3","T","4","3","health","other","reputation","father","1","2","0","no","no","no","yes","yes","yes","yes","yes","3","2","3","1","2","3",14,13,13,14,"pass"
"232","GP","M",17,"R","GT3","T","2","2","other","other","course","father","2","2","0","no","yes","yes","yes","yes","yes","yes","no","4","5","2","1","1","1",4,11,11,11,"pass"
"233","GP","M",17,"U","GT3","T","4","4","teacher","teacher","reputation","mother","1","2","0","yes","yes","no","yes","yes","yes","yes","yes","4","5","5","1","3","2",14,11,9,9,"fail"
"234","GP","M",16,"U","GT3","T","4","4","health","other","reputation","father","1","2","0","no","yes","yes","yes","yes","yes","yes","no","4","2","4","2","4","1",2,14,13,13,"pass"
"235","GP","M",16,"U","LE3","T","1","1","other","other","home","mother","2","2","0","no","yes","yes","no","yes","yes","yes","no","3","4","2","1","1","5",18,9,7,6,"fail"
"236","GP","M",16,"U","GT3","T","3","2","at_home","other","reputation","mother","2","3","0","no","no","no","yes","yes","yes","yes","yes","5","3","3","1","3","2",10,11,9,10,"pass"
"237","GP","M",17,"U","LE3","T","2","2","other","other","home","father","1","2","0","no","no","yes","yes","no","yes","yes","yes","4","4","2","5","5","4",4,14,13,13,"pass"
"238","GP","F",16,"U","GT3","T","2","1","other","other","home","mother","1","1","0","no","no","no","no","yes","yes","yes","yes","4","5","2","1","1","5",20,13,12,12,"pass"
"239","GP","F",17,"R","GT3","T","2","1","at_home","services","course","mother","3","2","0","no","no","no","yes","yes","yes","no","no","2","1","1","1","1","3",2,13,11,11,"pass"
"240","GP","M",18,"U","GT3","T","2","2","other","services","reputation","father","1","2","1","no","no","no","no","yes","no","yes","no","5","5","4","3","5","2",0,7,7,0,"fail"
"241","GP","M",17,"U","LE3","T","4","3","health","other","course","mother","2","2","0","no","no","no","yes","yes","yes","yes","yes","2","5","5","1","4","5",14,12,12,12,"pass"
"242","GP","M",17,"R","LE3","A","4","4","teacher","other","course","mother","2","2","0","no","yes","yes","no","yes","yes","yes","no","3","3","3","2","3","4",2,10,11,12,"pass"
"243","GP","M",16,"U","LE3","T","4","3","teacher","other","course","mother","1","1","0","no","no","no","yes","no","yes","yes","no","5","4","5","1","1","3",0,6,0,0,"fail"
"244","GP","M",16,"U","GT3","T","4","4","services","services","course","mother","1","1","0","no","no","no","yes","yes","yes","yes","no","5","3","2","1","2","5",0,13,12,12,"pass"
"245","GP","F",18,"U","GT3","T","2","1","other","other","course","other","2","3","0","no","yes","yes","no","no","yes","yes","yes","4","4","4","1","1","3",0,7,0,0,"fail"
"246","GP","M",16,"U","GT3","T","2","1","other","other","course","mother","3","1","0","no","no","no","no","yes","yes","yes","no","4","3","3","1","1","4",6,18,18,18,"pass"
"247","GP","M",17,"U","GT3","T","2","3","other","other","course","father","2","1","0","no","no","no","no","yes","yes","yes","no","5","2","2","1","1","2",4,12,12,13,"pass"
"248","GP","M",22,"U","GT3","T","3","1","services","services","other","mother","1","1","3","no","no","no","no","no","no","yes","yes","5","4","5","5","5","1",16,6,8,8,"fail"
"249","GP","M",18,"R","LE3","T","3","3","other","services","course","mother","1","2","1","no","yes","no","no","yes","yes","yes","yes","4","3","3","1","3","5",8,3,5,5,"fail"
"250","GP","M",16,"U","GT3","T","0","2","other","other","other","mother","1","1","0","no","no","yes","no","no","yes","yes","no","4","3","2","2","4","5",0,13,15,15,"pass"
"251","GP","M",18,"U","GT3","T","3","2","services","other","course","mother","2","1","1","no","no","no","no","yes","no","yes","no","4","4","5","2","4","5",0,6,8,8,"fail"
"252","GP","M",16,"U","GT3","T","3","3","at_home","other","reputation","other","3","2","0","yes","yes","no","no","no","yes","yes","no","5","3","3","1","3","2",6,7,10,10,"pass"
"253","GP","M",18,"U","GT3","T","2","1","services","services","other","mother","1","1","1","no","no","no","no","no","no","yes","no","3","2","5","2","5","5",4,6,9,8,"fail"
"254","GP","M",16,"R","GT3","T","2","1","other","other","course","mother","2","1","0","no","no","no","yes","no","yes","no","no","3","3","2","1","3","3",0,8,9,8,"fail"
"255","GP","M",17,"R","GT3","T","2","1","other","other","course","mother","1","1","0","no","no","no","no","no","yes","yes","no","4","4","2","2","4","5",0,8,12,12,"pass"
"256","GP","M",17,"U","LE3","T","1","1","health","other","course","mother","2","1","1","no","yes","no","yes","yes","yes","yes","no","4","4","4","1","2","5",2,7,9,8,"fail"
"257","GP","F",17,"U","LE3","T","4","2","teacher","services","reputation","mother","1","4","0","no","yes","yes","yes","yes","yes","yes","no","4","2","3","1","1","4",6,14,12,13,"pass"
"258","GP","M",19,"U","LE3","A","4","3","services","at_home","reputation","mother","1","2","0","no","yes","no","no","yes","yes","yes","no","4","3","1","1","1","1",12,11,11,11,"pass"
"259","GP","M",18,"U","GT3","T","2","1","other","other","home","mother","1","2","0","no","no","no","yes","yes","yes","yes","no","5","2","4","1","2","4",8,15,14,14,"pass"
"260","GP","F",17,"U","LE3","T","2","2","services","services","course","father","1","4","0","no","no","yes","yes","yes","yes","yes","yes","3","4","1","1","1","2",0,10,9,0,"fail"
"261","GP","F",18,"U","GT3","T","4","3","services","other","home","father","1","2","0","no","yes","yes","no","yes","yes","yes","yes","3","1","2","1","3","2",21,17,18,18,"pass"
"262","GP","M",18,"U","GT3","T","4","3","teacher","other","course","mother","1","2","0","no","yes","yes","no","no","yes","yes","no","4","3","2","1","1","3",2,8,8,8,"fail"
"263","GP","M",18,"R","GT3","T","3","2","other","other","course","mother","1","3","0","no","no","no","yes","no","yes","no","no","5","3","2","1","1","3",1,13,12,12,"pass"
"264","GP","F",17,"U","GT3","T","3","3","other","other","home","mother","1","3","0","no","no","no","yes","no","yes","no","no","3","2","3","1","1","4",4,10,9,9,"fail"
"265","GP","F",18,"U","GT3","T","2","2","at_home","services","home","mother","1","3","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","3","1","1","3",0,9,10,0,"fail"
"266","GP","M",18,"R","LE3","A","3","4","other","other","reputation","mother","2","2","0","no","yes","yes","yes","yes","yes","yes","no","4","2","5","3","4","1",13,17,17,17,"pass"
"267","GP","M",17,"U","GT3","T","3","1","services","other","other","mother","1","2","0","no","no","yes","yes","yes","yes","yes","yes","5","4","4","3","4","5",2,9,9,10,"pass"
"268","GP","F",18,"R","GT3","T","4","4","teacher","other","reputation","mother","2","2","0","no","no","yes","yes","yes","yes","yes","no","4","3","4","2","2","4",8,12,10,11,"pass"
"269","GP","M",18,"U","GT3","T","4","2","health","other","reputation","father","1","2","0","no","yes","yes","yes","yes","yes","yes","yes","5","4","5","1","3","5",10,10,9,10,"pass"
"270","GP","F",18,"R","GT3","T","2","1","other","other","reputation","mother","2","2","0","no","yes","no","no","yes","no","yes","yes","4","3","5","1","2","3",0,6,0,0,"fail"
"271","GP","F",19,"U","GT3","T","3","3","other","services","home","other","1","2","2","no","yes","yes","yes","yes","yes","yes","no","4","3","5","3","3","5",15,9,9,9,"fail"
"272","GP","F",18,"U","GT3","T","2","3","other","services","reputation","father","1","4","0","no","yes","yes","yes","yes","yes","yes","yes","4","5","5","1","3","2",4,15,14,14,"pass"
"273","GP","F",18,"U","LE3","T","1","1","other","other","home","mother","2","2","0","no","yes","yes","no","no","yes","no","no","4","4","3","1","1","3",2,11,11,11,"pass"
"274","GP","M",17,"R","GT3","T","1","2","at_home","at_home","home","mother","1","2","0","no","yes","yes","yes","no","yes","no","yes","3","5","2","2","2","1",2,15,14,14,"pass"
"275","GP","F",17,"U","GT3","T","2","4","at_home","health","reputation","mother","2","2","0","no","yes","yes","no","yes","yes","yes","yes","4","3","3","1","1","1",2,10,10,10,"pass"
"276","GP","F",17,"U","LE3","T","2","2","services","other","course","mother","2","2","0","yes","yes","yes","no","yes","yes","yes","yes","4","4","4","2","3","5",6,12,12,12,"pass"
"277","GP","F",18,"R","GT3","A","3","2","other","services","home","mother","2","2","0","no","no","no","no","no","no","yes","yes","4","1","1","1","1","5",75,10,9,9,"fail"
"278","GP","M",18,"U","GT3","T","4","4","teacher","services","home","mother","2","1","0","no","no","yes","yes","yes","yes","yes","no","3","2","4","1","4","3",22,9,9,9,"fail"
"279","GP","F",18,"U","GT3","T","4","4","health","health","reputation","father","1","2","1","yes","yes","no","yes","yes","yes","yes","yes","2","4","4","1","1","4",15,9,8,8,"fail"
"280","GP","M",18,"U","LE3","T","4","3","teacher","services","course","mother","2","1","0","no","no","yes","yes","yes","yes","yes","no","4","2","3","1","2","1",8,10,11,10,"pass"
"281","GP","M",17,"U","LE3","A","4","1","services","other","home","mother","2","1","0","no","no","yes","yes","yes","yes","yes","yes","4","5","4","2","4","5",30,8,8,8,"fail"
"282","GP","M",17,"U","LE3","A","3","2","teacher","services","home","mother","1","1","1","no","no","no","no","yes","yes","yes","no","4","4","4","3","4","3",19,11,9,10,"pass"
"283","GP","F",18,"R","LE3","T","1","1","at_home","other","reputation","mother","2","4","0","no","yes","yes","yes","yes","yes","no","no","5","2","2","1","1","3",1,12,12,12,"pass"
"284","GP","F",18,"U","GT3","T","1","1","other","other","home","mother","2","2","0","yes","no","no","yes","yes","yes","yes","no","5","4","4","1","1","4",4,8,9,10,"pass"
"285","GP","F",17,"U","GT3","T","2","2","other","other","course","mother","1","2","0","no","yes","no","no","no","yes","yes","no","5","4","5","1","2","5",4,10,9,11,"pass"
"286","GP","M",17,"U","GT3","T","1","1","other","other","reputation","father","1","2","0","no","no","yes","no","no","yes","yes","no","4","3","3","1","2","4",2,12,10,11,"pass"
"287","GP","F",18,"U","GT3","T","2","2","at_home","at_home","other","mother","1","3","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","2","2",5,18,18,19,"pass"
"288","GP","F",17,"U","GT3","T","1","1","services","teacher","reputation","mother","1","3","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","1","3",6,13,12,12,"pass"
"289","GP","M",18,"U","GT3","T","2","1","services","services","reputation","mother","1","3","0","no","no","yes","yes","yes","yes","yes","no","4","2","4","1","3","2",6,15,14,14,"pass"
"290","GP","M",18,"U","LE3","A","4","4","teacher","teacher","reputation","mother","1","2","0","no","yes","yes","yes","yes","yes","yes","no","5","4","3","1","1","2",9,15,13,15,"pass"
"291","GP","M",18,"U","GT3","T","4","2","teacher","other","home","mother","1","2","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","2","1","4","5",11,12,11,11,"pass"
"292","GP","F",17,"U","GT3","T","4","3","health","services","reputation","mother","1","3","0","no","yes","yes","no","yes","yes","yes","no","4","2","2","1","2","3",0,15,15,15,"pass"
"293","GP","F",18,"U","LE3","T","2","1","services","at_home","reputation","mother","1","2","1","no","no","no","no","yes","yes","yes","yes","5","4","3","1","1","5",12,12,12,13,"pass"
"294","GP","F",17,"R","LE3","T","3","1","services","other","reputation","mother","2","4","0","no","yes","yes","no","yes","yes","no","no","3","1","2","1","1","3",6,18,18,18,"pass"
"295","GP","M",18,"R","LE3","T","3","2","services","other","reputation","mother","2","3","0","no","yes","yes","yes","yes","yes","yes","no","5","4","2","1","1","4",8,14,13,14,"pass"
"296","GP","M",17,"U","GT3","T","3","3","health","other","home","mother","1","1","0","no","yes","yes","no","yes","yes","yes","no","4","4","3","1","3","5",4,14,12,11,"pass"
"297","GP","F",19,"U","GT3","T","4","4","health","other","reputation","other","2","2","0","no","yes","yes","yes","yes","yes","yes","no","2","3","4","2","3","2",0,10,9,0,"fail"
"298","GP","F",18,"U","LE3","T","4","3","other","other","home","other","2","2","0","no","yes","yes","no","yes","yes","yes","yes","4","4","5","1","2","2",10,10,8,8,"fail"
"299","GP","F",18,"U","GT3","T","4","3","other","other","reputation","father","1","4","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","1","3",0,14,13,14,"pass"
"300","GP","M",18,"U","LE3","T","4","4","teacher","teacher","home","mother","1","1","0","no","yes","yes","no","yes","yes","yes","yes","1","4","2","2","2","1",5,16,15,16,"pass"
"301","GP","F",18,"U","LE3","A","4","4","health","other","home","mother","1","2","0","no","yes","no","no","yes","yes","yes","yes","4","2","4","1","1","4",14,12,10,11,"pass"
"302","GP","M",17,"U","LE3","T","4","4","other","teacher","home","father","2","1","0","no","no","yes","no","yes","yes","yes","no","4","1","1","2","2","5",0,11,11,10,"pass"
"303","GP","F",17,"U","GT3","T","4","2","other","other","reputation","mother","2","3","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","1","3",0,15,12,14,"pass"
"304","GP","F",17,"U","GT3","T","3","2","health","health","reputation","father","1","4","0","no","yes","yes","yes","no","yes","yes","no","5","2","2","1","2","5",0,17,17,18,"pass"
"305","GP","M",19,"U","GT3","T","3","3","other","other","home","other","1","2","1","no","yes","no","yes","yes","yes","yes","yes","4","4","4","1","1","3",20,15,14,13,"pass"
"306","GP","F",18,"U","GT3","T","2","4","services","at_home","reputation","other","1","2","1","no","yes","yes","yes","yes","yes","yes","no","4","4","3","1","1","3",8,14,12,12,"pass"
"307","GP","M",20,"U","GT3","A","3","2","services","other","course","other","1","1","0","no","no","no","yes","yes","yes","no","no","5","5","3","1","1","5",0,17,18,18,"pass"
"308","GP","M",19,"U","GT3","T","4","4","teacher","services","reputation","other","2","1","1","no","yes","yes","no","yes","yes","yes","yes","4","3","4","1","1","4",38,8,9,8,"fail"
"309","GP","M",19,"R","GT3","T","3","3","other","services","reputation","father","1","2","1","no","no","no","yes","yes","yes","no","yes","4","5","3","1","2","5",0,15,12,12,"pass"
"310","GP","F",19,"U","LE3","T","1","1","at_home","other","reputation","other","1","2","1","yes","yes","no","yes","no","yes","yes","no","4","4","3","1","3","3",18,12,10,10,"pass"
"311","GP","F",19,"U","LE3","T","1","2","services","services","home","other","1","2","1","no","no","no","yes","no","yes","no","yes","4","2","4","2","2","3",0,9,9,0,"fail"
"312","GP","F",19,"U","GT3","T","2","1","at_home","other","other","other","3","2","0","no","yes","no","no","yes","no","yes","yes","3","4","1","1","1","2",20,14,12,13,"pass"
"313","GP","M",19,"U","GT3","T","1","2","other","services","course","other","1","2","1","no","no","no","no","no","yes","yes","no","4","5","2","2","2","4",3,13,11,11,"pass"
"314","GP","F",19,"U","LE3","T","3","2","services","other","reputation","other","2","2","1","no","yes","yes","no","no","yes","yes","yes","4","2","2","1","2","1",22,13,10,11,"pass"
"315","GP","F",19,"U","GT3","T","1","1","at_home","health","home","other","1","3","2","no","no","no","no","no","yes","yes","yes","4","1","2","1","1","3",14,15,13,13,"pass"
"316","GP","F",19,"R","GT3","T","2","3","other","other","reputation","other","1","3","1","no","no","no","no","yes","yes","yes","yes","4","1","2","1","1","3",40,13,11,11,"pass"
"317","GP","F",18,"U","GT3","T","2","1","services","other","course","mother","2","2","0","no","yes","yes","yes","yes","yes","yes","no","5","3","3","1","2","1",0,8,8,0,"fail"
"318","GP","F",18,"U","GT3","T","4","3","other","other","course","mother","1","3","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","4","1","1","5",9,9,10,9,"fail"
"319","GP","F",17,"R","GT3","T","3","4","at_home","services","course","father","1","3","0","no","yes","yes","yes","no","yes","yes","no","4","3","4","2","5","5",0,11,11,10,"pass"
"320","GP","F",18,"U","GT3","T","4","4","teacher","other","course","mother","1","2","0","no","yes","yes","no","yes","yes","yes","no","4","4","4","3","3","5",2,11,11,11,"pass"
"321","GP","F",17,"U","GT3","A","4","3","services","services","course","mother","1","2","0","no","yes","yes","no","yes","yes","yes","yes","5","2","2","1","2","5",23,13,13,13,"pass"
"322","GP","F",17,"U","GT3","T","2","2","other","other","course","mother","1","2","0","no","yes","no","no","yes","yes","no","yes","4","2","2","1","1","3",12,11,9,9,"fail"
"323","GP","F",17,"R","LE3","T","2","2","services","services","course","mother","1","3","0","no","yes","yes","yes","yes","yes","yes","no","3","3","2","2","2","3",3,11,11,11,"pass"
"324","GP","F",17,"U","GT3","T","3","1","services","services","course","father","1","3","0","no","yes","no","no","no","yes","yes","no","3","4","3","2","3","5",1,12,14,15,"pass"
"325","GP","F",17,"U","LE3","T","0","2","at_home","at_home","home","father","2","3","0","no","no","no","no","yes","yes","yes","no","3","3","3","2","3","2",0,16,15,15,"pass"
